we'll 		 0.2258 		 0.0155
derivative 		 0.2273 		 0.0110
inexplicably 		 0.2273 		 0.0110
idiot 		 0.2273 		 0.0110
clerk 		 0.2273 		 0.0110
nude 		 0.2308 		 0.0130
iii 		 0.2308 		 0.0130
cardboard 		 0.2333 		 0.0150
terrible 		 0.2333 		 0.0600
tame 		 0.2353 		 0.0085
fart 		 0.2353 		 0.0085
devil's 		 0.2353 		 0.0085
injury 		 0.2353 		 0.0085
proverbial 		 0.2353 		 0.0085
henchmen 		 0.2353 		 0.0085
rubber 		 0.2353 		 0.0085
repetitive 		 0.2353 		 0.0170
patch 		 0.2381 		 0.0105
finger 		 0.2381 		 0.0105
exploitation 		 0.2381 		 0.0105
implausible 		 0.2400 		 0.0125
shift 		 0.2400 		 0.0125
undercover 		 0.2400 		 0.0125
anywhere 		 0.2400 		 0.0250
zero 		 0.2432 		 0.0185
potentially 		 0.2432 		 0.0185
here's 		 0.2464 		 0.0345
climb 		 0.2500 		 0.0080
dragged 		 0.2500 		 0.0080
commander 		 0.2500 		 0.0080
wishing 		 0.2500 		 0.0080
hopeless 		 0.2500 		 0.0080
poking 		 0.2500 		 0.0080
guarantee 		 0.2500 		 0.0080
eh 		 0.2500 		 0.0080
kicking 		 0.2500 		 0.0100
worthless 		 0.2500 		 0.0100
yelling 		 0.2500 		 0.0100
cheese 		 0.2500 		 0.0100
trap 		 0.2500 		 0.0100
dubious 		 0.2500 		 0.0120
recycled 		 0.2500 		 0.0120
live-action 		 0.2500 		 0.0120
assignment 		 0.2500 		 0.0120
generate 		 0.2500 		 0.0120
snake 		 0.2500 		 0.0140
onscreen 		 0.2500 		 0.0140
lackluster 		 0.2500 		 0.0140
pile 		 0.2500 		 0.0160
ridiculously 		 0.2500 		 0.0160
eve 		 0.2500 		 0.0180
julie 		 0.2500 		 0.0220
frankly 		 0.2545 		 0.0275
lethal 		 0.2564 		 0.0195
clich 		 0.2576 		 0.0330
asleep 		 0.2581 		 0.0155
dreadful 		 0.2593 		 0.0135
warned 		 0.2593 		 0.0135
showgirls 		 0.2609 		 0.0115
screenwriting 		 0.2632 		 0.0095
overacting 		 0.2632 		 0.0095
connery 		 0.2632 		 0.0095
terribly 		 0.2642 		 0.0265
bomb 		 0.2653 		 0.0245
caan 		 0.2667 		 0.0075
moderately 		 0.2667 		 0.0075
glasses 		 0.2667 		 0.0075
slew 		 0.2667 		 0.0075
goldblum 		 0.2667 		 0.0075
pointing 		 0.2667 		 0.0075
burn 		 0.2667 		 0.0075
cancer 		 0.2667 		 0.0075
addict 		 0.2667 		 0.0075
yells 		 0.2667 		 0.0075
bang 		 0.2667 		 0.0075
low-budget 		 0.2667 		 0.0075
murky 		 0.2667 		 0.0075
poison 		 0.2667 		 0.0075
reno 		 0.2667 		 0.0075
racing 		 0.2667 		 0.0075
leather 		 0.2667 		 0.0075
penny 		 0.2667 		 0.0075
200 		 0.2667 		 0.0075
unappealing 		 0.2667 		 0.0075
drivel 		 0.2667 		 0.0075
schwarzenegger 		 0.2667 		 0.0150
guessed 		 0.2692 		 0.0130
chick 		 0.2692 		 0.0130
bite 		 0.2692 		 0.0130
wannabe 		 0.2692 		 0.0130
woman's 		 0.2692 		 0.0130
naked 		 0.2698 		 0.0315
ebert 		 0.2727 		 0.0110
1981 		 0.2727 		 0.0110
psychiatrist 		 0.2727 		 0.0110
sports 		 0.2727 		 0.0220
intent 		 0.2759 		 0.0145
spice 		 0.2759 		 0.0145
remotely 		 0.2766 		 0.0235
rehash 		 0.2778 		 0.0090
kurt 		 0.2778 		 0.0090
femme 		 0.2778 		 0.0090
endure 		 0.2778 		 0.0090
highway 		 0.2778 		 0.0090
13th 		 0.2778 		 0.0090
products 		 0.2778 		 0.0090
sandler 		 0.2778 		 0.0090
nielsen 		 0.2778 		 0.0090
meaningless 		 0.2778 		 0.0090
blown 		 0.2778 		 0.0180
fails 		 0.2782 		 0.0665
horny 		 0.2800 		 0.0125
gabriel 		 0.2800 		 0.0125
promising 		 0.2800 		 0.0250
painful 		 0.2807 		 0.0285
tiresome 		 0.2812 		 0.0160
stopped 		 0.2821 		 0.0195
blame 		 0.2821 		 0.0390
rent 		 0.2838 		 0.0370
thieves 		 0.2857 		 0.0070
schneider 		 0.2857 		 0.0070
renee 		 0.2857 		 0.0070
clark 		 0.2857 		 0.0070
hearted 		 0.2857 		 0.0070
advertised 		 0.2857 		 0.0070
resume 		 0.2857 		 0.0070
gee 		 0.2857 		 0.0070
fright 		 0.2857 		 0.0070
chambers 		 0.2857 		 0.0070
lightweight 		 0.2857 		 0.0070
mold 		 0.2857 		 0.0070
promotion 		 0.2857 		 0.0070
drowning 		 0.2857 		 0.0070
dates 		 0.2857 		 0.0070
insert 		 0.2857 		 0.0070
stamp 		 0.2857 		 0.0070
gray 		 0.2857 		 0.0070
prestigious 		 0.2857 		 0.0070
sailing 		 0.2857 		 0.0070
puns 		 0.2857 		 0.0070
kissing 		 0.2857 		 0.0070
motorcycle 		 0.2857 		 0.0070
raymond 		 0.2857 		 0.0070
garofalo 		 0.2857 		 0.0070
harry's 		 0.2857 		 0.0070
warden 		 0.2857 		 0.0070
unsuspecting 		 0.2857 		 0.0070
thread 		 0.2857 		 0.0070
justify 		 0.2857 		 0.0105
miraculously 		 0.2857 		 0.0105
alcoholic 		 0.2857 		 0.0105
damme 		 0.2857 		 0.0105
mechanical 		 0.2857 		 0.0105
stayed 		 0.2857 		 0.0105
they'd 		 0.2857 		 0.0140
credibility 		 0.2857 		 0.0140
wow 		 0.2857 		 0.0140
motions 		 0.2857 		 0.0140
randy 		 0.2857 		 0.0175
mildly 		 0.2857 		 0.0210
stereotypes 		 0.2857 		 0.0210
watchable 		 0.2903 		 0.0155
failing 		 0.2917 		 0.0120
brother's 		 0.2917 		 0.0120
vehicles 		 0.2917 		 0.0120
blatantly 		 0.2917 		 0.0120
cliche 		 0.2917 		 0.0240
cheesy 		 0.2923 		 0.0325
offensive 		 0.2931 		 0.0290
dumb 		 0.2936 		 0.0545
inexplicable 		 0.2941 		 0.0085
creaky 		 0.2941 		 0.0085
theron 		 0.2941 		 0.0085
girl's 		 0.2941 		 0.0085
tribe 		 0.2941 		 0.0085
iq 		 0.2941 		 0.0085
failure 		 0.2941 		 0.0340
supposed 		 0.2941 		 0.1275
crap 		 0.2958 		 0.0355
unintentionally 		 0.2963 		 0.0135
amanda 		 0.2963 		 0.0135
disappears 		 0.2973 		 0.0185
hide 		 0.2973 		 0.0185
somebody 		 0.2973 		 0.0185
category 		 0.2973 		 0.0185
dressed 		 0.2979 		 0.0235
generic 		 0.2979 		 0.0235
screwed 		 0.3000 		 0.0100
banderas 		 0.3000 		 0.0100
banal 		 0.3000 		 0.0100
titles 		 0.3000 		 0.0100
chuckles 		 0.3000 		 0.0100
trait 		 0.3000 		 0.0100
counting 		 0.3000 		 0.0100
sutherland 		 0.3000 		 0.0100
porn 		 0.3000 		 0.0150
jumping 		 0.3000 		 0.0150
he'd 		 0.3000 		 0.0150
so-called 		 0.3030 		 0.0165
amounts 		 0.3030 		 0.0165
jungle 		 0.3030 		 0.0165
stale 		 0.3030 		 0.0165
gordon 		 0.3043 		 0.0115
could've 		 0.3043 		 0.0115
cliff 		 0.3043 		 0.0115
disguise 		 0.3043 		 0.0115
dreary 		 0.3043 		 0.0115
batman 		 0.3043 		 0.0345
hollow 		 0.3056 		 0.0180
shower 		 0.3077 		 0.0130
zone 		 0.3077 		 0.0130
careers 		 0.3077 		 0.0130
horribly 		 0.3095 		 0.0210
excuse 		 0.3099 		 0.0355
mindless 		 0.3103 		 0.0145
wanders 		 0.3103 		 0.0145
convoluted 		 0.3103 		 0.0145
vehicle 		 0.3103 		 0.0290
sadly 		 0.3103 		 0.0435
poor 		 0.3103 		 0.0870
saved 		 0.3115 		 0.0305
sour 		 0.3125 		 0.0080
suspension 		 0.3125 		 0.0080
update 		 0.3125 		 0.0080
spouting 		 0.3125 		 0.0080
charlize 		 0.3125 		 0.0080
cringe 		 0.3125 		 0.0080
monotonous 		 0.3125 		 0.0080
refers 		 0.3125 		 0.0080
choppy 		 0.3125 		 0.0080
unbelievably 		 0.3125 		 0.0080
hayek 		 0.3125 		 0.0080
gotcha 		 0.3125 		 0.0080
conveniently 		 0.3125 		 0.0080
ton 		 0.3125 		 0.0080
60 		 0.3125 		 0.0080
lightning 		 0.3125 		 0.0080
hank 		 0.3125 		 0.0160
coach 		 0.3125 		 0.0160
arnold 		 0.3143 		 0.0175
devices 		 0.3143 		 0.0175
involves 		 0.3146 		 0.0445
puppy 		 0.3158 		 0.0095
ape 		 0.3158 		 0.0095
rescued 		 0.3158 		 0.0095
aspiring 		 0.3158 		 0.0095
flop 		 0.3158 		 0.0095
lab 		 0.3158 		 0.0095
gimmick 		 0.3158 		 0.0095
kilmer 		 0.3158 		 0.0095
bones 		 0.3158 		 0.0095
worse 		 0.3171 		 0.1025
shannon 		 0.3182 		 0.0110
tree 		 0.3182 		 0.0110
kathleen 		 0.3182 		 0.0110
credited 		 0.3182 		 0.0110
push 		 0.3182 		 0.0110
meaningful 		 0.3182 		 0.0110
eats 		 0.3182 		 0.0110
planning 		 0.3182 		 0.0110
hack 		 0.3182 		 0.0110
blair 		 0.3182 		 0.0220
value 		 0.3182 		 0.0330
remake 		 0.3188 		 0.0345
flat 		 0.3190 		 0.0580
drunk 		 0.3191 		 0.0235
gag 		 0.3191 		 0.0235
fake 		 0.3194 		 0.0360
sleeping 		 0.3200 		 0.0125
embarrassed 		 0.3200 		 0.0125
underdeveloped 		 0.3200 		 0.0125
irrelevant 		 0.3200 		 0.0125
unrealistic 		 0.3200 		 0.0125
accomplish 		 0.3200 		 0.0125
reel 		 0.3200 		 0.0125
junk 		 0.3200 		 0.0125
taylor 		 0.3200 		 0.0250
adam 		 0.3200 		 0.0250
gags 		 0.3205 		 0.0390
villains 		 0.3208 		 0.0265
90 		 0.3208 		 0.0265
causing 		 0.3214 		 0.0140
advance 		 0.3214 		 0.0140
butt 		 0.3214 		 0.0140
hokey 		 0.3226 		 0.0155
kim 		 0.3226 		 0.0155
greg 		 0.3235 		 0.0170
ass 		 0.3235 		 0.0340
joke 		 0.3243 		 0.0555
unless 		 0.3250 		 0.0400
headed 		 0.3256 		 0.0215
mine 		 0.3256 		 0.0215
suppose 		 0.3256 		 0.0430
bunch 		 0.3264 		 0.0720
cage 		 0.3265 		 0.0245
trash 		 0.3265 		 0.0245
writers 		 0.3267 		 0.0505
guilty 		 0.3276 		 0.0290
yeah 		 0.3286 		 0.0350
tired 		 0.3288 		 0.0365
nowhere 		 0.3294 		 0.0425
write 		 0.3299 		 0.0485
none 		 0.3317 		 0.1040
inconsistent 		 0.3333 		 0.0075
knocked 		 0.3333 		 0.0075
swimming 		 0.3333 		 0.0075
quarter 		 0.3333 		 0.0075
titular 		 0.3333 		 0.0075
suggested 		 0.3333 		 0.0075
squad 		 0.3333 		 0.0075
heston 		 0.3333 		 0.0075
choosing 		 0.3333 		 0.0075
oldman 		 0.3333 		 0.0075
salma 		 0.3333 		 0.0075
marginally 		 0.3333 		 0.0075
dien 		 0.3333 		 0.0075
deceased 		 0.3333 		 0.0075
whining 		 0.3333 		 0.0075
partially 		 0.3333 		 0.0075
two-hour 		 0.3333 		 0.0075
goons 		 0.3333 		 0.0075
runaway 		 0.3333 		 0.0075
cries 		 0.3333 		 0.0075
complains 		 0.3333 		 0.0075
firing 		 0.3333 		 0.0075
pulse 		 0.3333 		 0.0075
die-hard 		 0.3333 		 0.0075
helmed 		 0.3333 		 0.0075
ego 		 0.3333 		 0.0075
fiancee 		 0.3333 		 0.0075
cleavage 		 0.3333 		 0.0075
cream 		 0.3333 		 0.0090
stumble 		 0.3333 		 0.0090
walker 		 0.3333 		 0.0090
replace 		 0.3333 		 0.0090
wig 		 0.3333 		 0.0090
signed 		 0.3333 		 0.0090
bartender 		 0.3333 		 0.0090
despicable 		 0.3333 		 0.0090
plastic 		 0.3333 		 0.0090
heroin 		 0.3333 		 0.0105
annoyed 		 0.3333 		 0.0105
hackneyed 		 0.3333 		 0.0105
devoid 		 0.3333 		 0.0105
dropping 		 0.3333 		 0.0105
zany 		 0.3333 		 0.0105
circles 		 0.3333 		 0.0105
tossed 		 0.3333 		 0.0135
fugitive 		 0.3333 		 0.0135
godzilla 		 0.3333 		 0.0150
official 		 0.3333 		 0.0150
+4 		 0.3333 		 0.0150
-4 		 0.3333 		 0.0150
ads 		 0.3333 		 0.0150
grade 		 0.3333 		 0.0150
reeves 		 0.3333 		 0.0165
natasha 		 0.3333 		 0.0165
slightest 		 0.3333 		 0.0165
profanity 		 0.3333 		 0.0165
screams 		 0.3333 		 0.0180
charlie 		 0.3333 		 0.0180
clue 		 0.3333 		 0.0195
abilities 		 0.3333 		 0.0225
trite 		 0.3333 		 0.0225
saturday 		 0.3333 		 0.0240
designed 		 0.3333 		 0.0240
animals 		 0.3333 		 0.0240
thrillers 		 0.3333 		 0.0270
seconds 		 0.3333 		 0.0315
supposedly 		 0.3333 		 0.0375
b 		 0.3333 		 0.0390
bad 		 0.3355 		 0.3800
loud 		 0.3368 		 0.0475
pathetic 		 0.3371 		 0.0445
please 		 0.3371 		 0.0445
predictable 		 0.3376 		 0.0785
4 		 0.3382 		 0.0340
sorry 		 0.3385 		 0.0325
cartoon 		 0.3390 		 0.0295
absurd 		 0.3400 		 0.0250
screaming 		 0.3404 		 0.0235
signs 		 0.3404 		 0.0235
you'd 		 0.3407 		 0.0455
wilson 		 0.3415 		 0.0205
one-dimensional 		 0.3415 		 0.0205
entry 		 0.3415 		 0.0205
disappointing 		 0.3418 		 0.0395
guess 		 0.3420 		 0.0965
strip 		 0.3421 		 0.0190
strictly 		 0.3429 		 0.0175
keanu 		 0.3438 		 0.0160
jean 		 0.3438 		 0.0160
kicks 		 0.3438 		 0.0160
hey 		 0.3438 		 0.0320
project 		 0.3444 		 0.0755
big-budget 		 0.3448 		 0.0145
criminals 		 0.3448 		 0.0145
sole 		 0.3448 		 0.0290
unbelievable 		 0.3448 		 0.0290
harry 		 0.3448 		 0.0290
horrible 		 0.3448 		 0.0435
basketball 		 0.3462 		 0.0130
rocks 		 0.3462 		 0.0130
warrior 		 0.3462 		 0.0130
thirty 		 0.3462 		 0.0260
irritating 		 0.3462 		 0.0260
maybe 		 0.3469 		 0.1355
catch 		 0.3474 		 0.0475
meyer 		 0.3478 		 0.0115
antonio 		 0.3478 		 0.0115
crystal 		 0.3478 		 0.0115
parade 		 0.3478 		 0.0115
subplot 		 0.3478 		 0.0460
superior 		 0.3483 		 0.0445
notion 		 0.3488 		 0.0215
definition 		 0.3500 		 0.0100
kidnap 		 0.3500 		 0.0100
faster 		 0.3500 		 0.0100
wing 		 0.3500 		 0.0100
juvenile 		 0.3500 		 0.0100
disgusting 		 0.3500 		 0.0100
dumber 		 0.3500 		 0.0100
bottle 		 0.3500 		 0.0100
1985 		 0.3500 		 0.0100
dancer 		 0.3500 		 0.0100
voight 		 0.3500 		 0.0100
sitcom 		 0.3500 		 0.0200
anyway 		 0.3506 		 0.0870
explanation 		 0.3509 		 0.0285
would-be 		 0.3514 		 0.0185
thompson 		 0.3529 		 0.0085
sending 		 0.3529 		 0.0085
parole 		 0.3529 		 0.0085
'80s 		 0.3529 		 0.0085
outfits 		 0.3529 		 0.0085
acid 		 0.3529 		 0.0085
reasoning 		 0.3529 		 0.0085
twins 		 0.3529 		 0.0085
comprised 		 0.3529 		 0.0085
bathtub 		 0.3529 		 0.0085
shopping 		 0.3529 		 0.0085
= 		 0.3529 		 0.0085
foul 		 0.3529 		 0.0085
[r] 		 0.3529 		 0.0085
checking 		 0.3529 		 0.0085
freeze 		 0.3529 		 0.0085
adolescent 		 0.3529 		 0.0085
chose 		 0.3529 		 0.0170
teens 		 0.3529 		 0.0170
campy 		 0.3529 		 0.0170
rape 		 0.3529 		 0.0170
subplots 		 0.3529 		 0.0255
cheap 		 0.3540 		 0.0565
attempt 		 0.3540 		 0.1130
judging 		 0.3548 		 0.0155
experiment 		 0.3548 		 0.0155
lazy 		 0.3548 		 0.0155
gary 		 0.3548 		 0.0310
jokes 		 0.3550 		 0.0845
witch 		 0.3556 		 0.0225
unfortunately 		 0.3556 		 0.1645
promise 		 0.3562 		 0.0365
palma 		 0.3571 		 0.0070
dogma 		 0.3571 		 0.0070
allegedly 		 0.3571 		 0.0070
salvage 		 0.3571 		 0.0070
afterthought 		 0.3571 		 0.0070
joker 		 0.3571 		 0.0070
theresa 		 0.3571 		 0.0070
biggs 		 0.3571 		 0.0070
cake 		 0.3571 		 0.0070
gina 		 0.3571 		 0.0070
sleeps 		 0.3571 		 0.0070
virtue 		 0.3571 		 0.0070
payback 		 0.3571 		 0.0070
suggestion 		 0.3571 		 0.0070
alright 		 0.3571 		 0.0070
burned 		 0.3571 		 0.0070
reverse 		 0.3571 		 0.0070
hopeful 		 0.3571 		 0.0070
smell 		 0.3571 		 0.0070
elisabeth 		 0.3571 		 0.0070
quotes 		 0.3571 		 0.0070
employed 		 0.3571 		 0.0070
injured 		 0.3571 		 0.0070
dump 		 0.3571 		 0.0070
rick 		 0.3571 		 0.0140
misguided 		 0.3571 		 0.0140
trend 		 0.3571 		 0.0140
o'donnell 		 0.3571 		 0.0140
destroying 		 0.3571 		 0.0140
ad 		 0.3571 		 0.0210
empty 		 0.3571 		 0.0280
proceedings 		 0.3571 		 0.0280
mediocre 		 0.3571 		 0.0350
halfway 		 0.3585 		 0.0265
halloween 		 0.3590 		 0.0195
twice 		 0.3596 		 0.0445
awake 		 0.3600 		 0.0125
ripped 		 0.3600 		 0.0125
areas 		 0.3600 		 0.0125
rebecca 		 0.3600 		 0.0125
warren 		 0.3600 		 0.0125
husband's 		 0.3600 		 0.0125
tyler 		 0.3600 		 0.0125
clone 		 0.3600 		 0.0125
disappointment 		 0.3607 		 0.0305
blows 		 0.3611 		 0.0180
angles 		 0.3611 		 0.0180
filmmakers 		 0.3625 		 0.0800
trailer 		 0.3626 		 0.0455
female 		 0.3629 		 0.0620
blond 		 0.3636 		 0.0110
virus 		 0.3636 		 0.0110
reliable 		 0.3636 		 0.0110
bickering 		 0.3636 		 0.0110
christina 		 0.3636 		 0.0110
lifted 		 0.3636 		 0.0110
overlong 		 0.3636 		 0.0110
sounding 		 0.3636 		 0.0110
suck 		 0.3636 		 0.0110
glaring 		 0.3636 		 0.0110
0 		 0.3636 		 0.0165
gratuitous 		 0.3636 		 0.0220
sake 		 0.3636 		 0.0220
minute 		 0.3645 		 0.0535
enjoying 		 0.3659 		 0.0205
plots 		 0.3659 		 0.0205
mars 		 0.3659 		 0.0205
contrived 		 0.3662 		 0.0355
tall 		 0.3667 		 0.0150
explained 		 0.3667 		 0.0300
meant 		 0.3671 		 0.0395
doctor 		 0.3671 		 0.0395
meantime 		 0.3684 		 0.0095
vengeance 		 0.3684 		 0.0095
sultry 		 0.3684 		 0.0095
$100 		 0.3684 		 0.0095
thereafter 		 0.3684 		 0.0095
mayor 		 0.3684 		 0.0095
wet 		 0.3684 		 0.0095
betty 		 0.3684 		 0.0095
wardrobe 		 0.3684 		 0.0095
smarter 		 0.3684 		 0.0095
pretends 		 0.3684 		 0.0095
woo 		 0.3684 		 0.0190
drinking 		 0.3684 		 0.0190
warner 		 0.3684 		 0.0190
jennifer 		 0.3684 		 0.0380
weapon 		 0.3696 		 0.0230
slasher 		 0.3696 		 0.0230
investigating 		 0.3704 		 0.0135
overdone 		 0.3704 		 0.0135
pretend 		 0.3704 		 0.0135
suffers 		 0.3704 		 0.0270
cliched 		 0.3710 		 0.0310
below 		 0.3710 		 0.0310
crack 		 0.3714 		 0.0175
solely 		 0.3714 		 0.0175
annoying 		 0.3718 		 0.0780
looks 		 0.3719 		 0.1815
featured 		 0.3721 		 0.0215
dialog 		 0.3721 		 0.0215
he'll 		 0.3721 		 0.0215
catherine 		 0.3725 		 0.0255
nudity 		 0.3729 		 0.0295
folks 		 0.3731 		 0.0335
neither 		 0.3733 		 0.0750
impression 		 0.3735 		 0.0415
sequel 		 0.3740 		 0.0655
brainless 		 0.3750 		 0.0080
approximately 		 0.3750 		 0.0080
shout 		 0.3750 		 0.0080
guests 		 0.3750 		 0.0080
maria 		 0.3750 		 0.0080
resemblance 		 0.3750 		 0.0080
walken 		 0.3750 		 0.0080
she'd 		 0.3750 		 0.0080
border 		 0.3750 		 0.0080
lucy 		 0.3750 		 0.0080
sooner 		 0.3750 		 0.0080
males 		 0.3750 		 0.0080
appalling 		 0.3750 		 0.0080
li 		 0.3750 		 0.0080
enterprise 		 0.3750 		 0.0080
cocaine 		 0.3750 		 0.0080
superfluous 		 0.3750 		 0.0080
losers 		 0.3750 		 0.0080
data 		 0.3750 		 0.0080
evoke 		 0.3750 		 0.0080
intentional 		 0.3750 		 0.0080
unit 		 0.3750 		 0.0080
roller 		 0.3750 		 0.0080
jean-claude 		 0.3750 		 0.0080
spooky 		 0.3750 		 0.0080
brooding 		 0.3750 		 0.0080
identical 		 0.3750 		 0.0080
and/or 		 0.3750 		 0.0120
attached 		 0.3750 		 0.0120
improvement 		 0.3750 		 0.0120
hapless 		 0.3750 		 0.0160
commercials 		 0.3750 		 0.0160
melodrama 		 0.3750 		 0.0160
measure 		 0.3750 		 0.0160
unpleasant 		 0.3750 		 0.0160
conspiracy 		 0.3750 		 0.0200
fifth 		 0.3750 		 0.0200
corny 		 0.3750 		 0.0200
las 		 0.3750 		 0.0200
blow 		 0.3750 		 0.0240
lacking 		 0.3750 		 0.0320
total 		 0.3750 		 0.0400
lacks 		 0.3750 		 0.0440
save 		 0.3755 		 0.1145
decent 		 0.3758 		 0.0745
dennis 		 0.3766 		 0.0385
bored 		 0.3766 		 0.0385
west 		 0.3768 		 0.0345
brain 		 0.3768 		 0.0345
hired 		 0.3774 		 0.0265
handle 		 0.3774 		 0.0265
exercise 		 0.3774 		 0.0265
fat 		 0.3774 		 0.0265
established 		 0.3778 		 0.0225
investigate 		 0.3778 		 0.0225
heck 		 0.3784 		 0.0185
reads 		 0.3784 		 0.0185
substance 		 0.3788 		 0.0330
bug 		 0.3793 		 0.0145
miserable 		 0.3793 		 0.0145
useless 		 0.3793 		 0.0145
over-the-top 		 0.3800 		 0.0250
laughter 		 0.3800 		 0.0250
laughed 		 0.3800 		 0.0250
nobody 		 0.3803 		 0.0355
producers 		 0.3803 		 0.0355
tracking 		 0.3810 		 0.0105
staring 		 0.3810 		 0.0105
secretary 		 0.3810 		 0.0105
lynch 		 0.3810 		 0.0105
bros 		 0.3810 		 0.0105
lou 		 0.3810 		 0.0105
half-hour 		 0.3810 		 0.0105
enhanced 		 0.3810 		 0.0105
wondered 		 0.3810 		 0.0105
rip 		 0.3810 		 0.0105
sarcastic 		 0.3810 		 0.0105
